pool_a,file_a,pool_b,file_b,hamming_distance,cross_split
dff_c_train,10754998_1984-11-17_2009_Amanda_Evora.jpg,dff_c_train,10755020_1980-05-06_2009_Mark_Ladwig.jpg,0,False
dff_c_train,11168567_1975-09-23_2012_Sergey_Tetyukhin.jpg,dff_c_train,33061446_1982-08-26_2012_Nikolay_Apalikov.jpg,0,False
dff_c_train,11789088_1984-11-28_2011_Bobby_Curtis.jpg,dff_c_train,35740084_1984-11-28_2011_UserThatBrownLadysandbox.jpg,0,False
dff_c_train,12653807_1970-07-21_2011_Alysia_Reiner.jpg,dff_c_train,2153476_1968-08-25_2011_David_Alan_Basche.jpg,0,False
dff_c_train,12789748_1991-11-06_2012_Paul_Poirier.jpg,dff_c_train,7847101_1992-01-16_2012_Piper_Gilles.jpg,0,False
dff_c_train,12789881_1990-01-24_2010_Mitchell_Islam.jpg,dff_c_train,26528268_1991-09-16_2010_Alexandra_Paul.jpg,0,False
dff_c_train,12792263_1942-03-23_1964_Klaus_Glahn.jpg,dff_c_train,25711388_1943-07-27_1964_Theodore_Boronovskis.jpg,0,False
dff_c_train,12931628_1984-07-03_2003_Yang_Fang.jpg,dff_c_train,12931656_1980-12-14_2003_Gao_Chongbo.jpg,0,False
dff_c_train,13718264_1973-01-19_2010_Aaron_Yonda.jpg,dff_c_train,13718266_1974-11-04_2010_Matt_Sloan.jpg,0,False
dff_c_train,1439703_1947-12-18_2007_Rod_Piazza.jpg,dff_c_train,16370810_1951-04-24_2007_Honey_Piazza.jpg,4,False
dff_c_train,1493257_1981-10-11_2014_Sam_Ricketts.jpg,dff_c_train,26995880_1983-08-27_2013_Frederik_Nielsen.jpg,4,False
dff_c_train,15520749_1941-07-09_1964_Takehide_Nakatani.jpg,dff_c_train,19301947_1938-12-19_1964_Eric_Hanni.jpg,0,False
dff_c_train,15542879_1985-02-27_2008_Jennifer_Wester.jpg,dff_c_train,7857924_1982-03-10_2008_Daniil_Barantsev.jpg,0,False
dff_c_train,15937578_1955-08-18_2011_Tom_Flynn.jpg,dff_c_train,35001733_1955-08-18_2011_UserSgerbicTom_Flynn.jpg,0,False
dff_c_train,15977102_1990-03-08_2014_Petra_Kvitova.jpg,dff_c_train,36397448_1995-06-18_2013_Olia_Burtaev.jpg,4,False
dff_c_train,15989557_1989-02-15_2008_Dong_Huibo.jpg,dff_c_train,15989595_1987-02-11_2008_Wu_Yiming.jpg,0,False
dff_c_train,17413759_1942-01-17_1968_Renzo_Sambo.jpg,dff_c_train,17413814_1952-12-24_1968_Bruno_Cipolla.jpg,0,False
dff_c_train,18689632_1938-03-31_1964_Antje_Gleichfeld.jpg,dff_c_train,21749713_1942-04-21_1964_Laine_Kallas.jpg,0,False
dff_c_train,18689632_1938-03-31_1964_Antje_Gleichfeld.jpg,dff_c_train,47047147_1940-01-16_1964_Zsuzsa_Szabo.jpg,0,False
dff_c_train,19025936_1991-11-22_2012_Anastasia_Ivankova.jpg,dff_c_train,36704253_1990-02-27_2012_Maryna_Hancharova.jpg,0,False
dff_c_train,19313307_1992-04-22_2010_Kharis_Ralph.jpg,dff_c_train,19313415_1991-03-19_2010_Asher_Hill.jpg,0,False
dff_c_train,19343755_1995-03-17_2009_Anastasia_Martiusheva.jpg,dff_c_train,19343776_1988-06-06_2009_Alexei_Rogonov.jpg,0,False
dff_c_train,1962423_1934-03-23_1964_Bill_Dellinger.jpg,dff_c_train,833522_1937-09-28_1964_Bob_Schul.jpg,0,False
dff_c_train,20045952_1986-03-12_2009_Ben_Offereins.jpg,dff_c_train,2589790_1982-08-30_2009_John_Steffensen.jpg,0,False
dff_c_train,2011425_1972-02-20_2011_Corinna_Harney.jpg,dff_c_train,2362451_1948-02-14_2007_Kitten_Natividad.jpg,4,False
dff_c_train,2061719_1941-08-08_2009_C._K._Prahalad.jpg,dff_c_train,46561951_1941-08-08_2009_DraftPradeep_Kashyap.jpg,0,False
dff_c_train,21505033_1990-08-06_2009_Lorenza_Alessandrini.jpg,dff_c_train,21505050_1988-07-20_2009_Simone_Vaturi.jpg,0,False
dff_c_train,21749713_1942-04-21_1964_Laine_Kallas.jpg,dff_c_train,47047147_1940-01-16_1964_Zsuzsa_Szabo.jpg,0,False
dff_c_train,22642549_1990-03-21_2008_Christina_Chitwood.jpg,dff_c_train,22644589_1985-03-21_2008_Mark_Hanretty.jpg,0,False
dff_c_train,26154001_1984-06-30_2010_Kateryna_Kostenko.jpg,dff_c_train,26154110_1988-02-04_2010_Roman_Talan.jpg,0,False
dff_c_train,28702909_1988-06-18_2011_Rashid_Al-Mannai.jpg,dff_c_train,30004256_1991-05-15_2011_Femi_Ogunode.jpg,4,False
dff_c_train,28857837_1992-02-07_2012_Ksenia_Stolbova.jpg,dff_c_train,28857871_1990-09-07_2012_Fedor_Klimov.jpg,0,False
dff_c_train,30103609_1987-03-14_2011_Aaron_Van_Cleave.jpg,dff_c_train,8009885_1988-12-25_2011_Mari_Vartmann.jpg,0,False
dff_c_train,30757260_1962-02-13_1988_Christiane_Weber.jpg,dff_c_train,31449030_1969-07-19_1988_Sabine_Bau.jpg,0,False
dff_c_train,30757260_1962-02-13_1988_Christiane_Weber.jpg,dff_c_train,32582210_1969-01-24_1988_Annette_Klug.jpg,2,False
dff_c_train,309149_1955-03-09_2000_Ornella_Muti.jpg,dff_c_train,4541527_1988-06-12_2010_Cody_Horn.jpg,4,False
dff_c_train,31256710_1940-02-28_1964_Makoto_Fukui.jpg,dff_c_train,31266764_1941-04-24_1964_Yukiaki_Okabe.jpg,0,False
dff_c_train,31449030_1969-07-19_1988_Sabine_Bau.jpg,dff_c_train,32582210_1969-01-24_1988_Annette_Klug.jpg,2,False
dff_c_train,32062942_1969-03-02_2011_Tiger_Smalls.jpg,dff_c_train,36026983_1969-03-02_2011_UserShettenasandbox.jpg,0,False
dff_c_train,321059_1971-02-22_2011_Lea_Salonga.jpg,dff_c_train,34156810_1989-03-03_2013_Lucy_Collett.jpg,4,False
dff_c_train,32215520_1995-04-04_2011_Klara_Kadlecova.jpg,dff_c_train,32215607_1991-03-18_2011_Petr_Bidar.jpg,0,False
dff_c_train,32969834_1994-12-09_2011_Maria_Nosulia.jpg,dff_c_train,32969877_1990-07-12_2011_Evgeni_Kholoniuk.jpg,0,False
dff_c_train,"32984185_1978-03-07_2011_Sophie,_Princess_of_Prussia.jpg",dff_c_train,"8337918_1933-07-03_2011_Maximilian,_Margrave_of_Baden.jpg",0,False
dff_c_train,33128153_1985-04-28_2012_Priscila_Borja.jpg,dff_c_train,7948437_1983-12-22_2009_Nathalie_Pechalat.jpg,4,False
dff_c_train,33199835_1985-06-12_2011_Kira_Geil.jpg,dff_c_train,33274741_1991-02-06_2011_Tobias_Eisenbauer.jpg,0,False
dff_c_train,33455167_1992-04-22_2013_Lindsay_Davis.jpg,dff_c_train,7847504_1986-06-21_2013_Rockne_Brubaker.jpg,0,False
dff_c_train,3350250_1978-12-18_2002_Naomi_Lang.jpg,dff_c_train,3905536_1971-02-06_2002_Peter_Tchernyshev.jpg,0,False
dff_c_train,33743824_1988-01-21_2014_Rapsody.jpg,dff_c_train,46568824_1988-01-21_2014_UserDONDOsandbox.jpg,0,False
dff_c_train,341121_1975-04-05_2014_Juicy_J.jpg,dff_c_train,45240790_1975-04-05_2014_UserSkeletonl234sandbox.jpg,0,False
dff_c_train,34405400_1987-07-22_2014_Ryan_Anderson.jpg,dff_c_train,907191_1984-07-07_2013_Sony_Dwi_Kuncoro.jpg,4,False
dff_c_train,34938990_1995-10-28_2012_Haven_Denney.jpg,dff_c_train,34939479_1992-11-19_2012_Brandon_Frazier.jpg,0,False
dff_c_train,35212990_1991-08-31_2012_Daryn_Zhunussov.jpg,dff_c_train,35212992_1994-12-15_2012_Cortney_Mansour.jpg,0,False
dff_c_train,35347136_1953-11-20_1984_Greg_Gibson.jpg,dff_c_train,36195540_1952-04-12_1984_Yoshihiro_Fujita.jpg,0,False
dff_c_train,36413847_1975-07-23_2010_UserSajukijusandbox.jpg,dff_c_train,36414147_1975-07-23_2010_UserSajukiju.jpg,0,False
dff_c_train,36589771_1992-07-11_2013_Mohamed_Elneny.jpg,dff_c_train,38403146_1992-07-11_2013_UserHuligan0Mohamed_Elneny.jpg,0,False
dff_c_train,38007008_1999-03-30_2013_Annabelle_Prol.jpg,dff_c_train,38468356_1992-03-05_2013_Ruben_Blommaert.jpg,0,False
dff_c_train,38015491_1986-05-01_2004_Marinella_Falca.jpg,dff_c_train,38016557_1985-02-28_2004_Daniela_Masseroni.jpg,0,False
